6	11
7	18
8	12
9	11
10	17
11	28
12	14
13	19
14	21
15	48
16	13
17	20
18	21
19	17
20	25
21	20
22	18
23	34
24	21
25	22
26	40
27	27
28	28
29	28
30	25
31	28
32	29
33	45
34	30
35	30
36	31
37	30
38	34
39	34
40	24
41	24
42	29
43	43
44	30
45	40
46	28
47	27
48	27
49	30
50	41
51	33
52	27
53	27
54	55
55	33
56	34
57	29
58	33
59	25
60	32
61	16
62	21
63	53
64	45
65	39
66	52
67	40
68	22
69	19
70	22
71	21
72	30
73	38
74	34
75	23
76	18
77	58
78	27
79	22
80	47
81	19
82	44
83	30
84	22
85	33
86	33
87	24
88	36
89	42
90	35
91	26
92	31
93	29
94	25
95	32
96	29
97	24
98	39
99	33
100	23
110	25
120	33
130	40
140	33
150	38
160	46
170	52
180	37
190	46
200	32
210	34
220	43
230	43
240	25
250	59
260	59
270	37
280	43
290	42
300	43
310	43
320	47
330	55
340	56
350	44
360	42
370	43
380	50
390	51
400	36
410	50
420	52
430	43
440	35
450	51
460	41
470	61
480	43
490	58
500	82
510	48
520	45
530	43
540	49
550	60
560	69
570	75
580	134
590	69
600	67
610	58
620	47
630	73
640	82
650	93
660	44
670	64
680	76
690	90
700	79
710	73
720	64
730	58
740	61
750	69
760	74
770	51
780	74
790	65
800	65
810	49
820	69
830	82
840	67
850	73
860	69
870	68
880	62
890	67
900	75
910	82
920	155
930	65
940	56
950	66
960	68
970	77
980	96
990	67
1000	70
