1000	1000	2	6	102
1000	1000	2	7	88
1000	1000	2	8	79
1000	1000	2	9	70
1000	1000	2	10	76
1000	1000	2	11	91
1000	1000	2	12	71
1000	1000	2	13	84
1000	1000	2	14	97
1000	1000	2	15	93
1000	1000	2	16	68
1000	1000	2	17	76
1000	1000	2	18	68
1000	1000	2	19	65
1000	1000	2	20	110
1000	1000	2	21	78
1000	1000	2	22	81
1000	1000	2	23	75
1000	1000	2	24	79
1000	1000	2	25	103
1000	1000	2	26	102
1000	1000	2	27	85
1000	1000	2	28	89
1000	1000	2	29	93
1000	1000	2	30	79
1000	1000	2	31	91
1000	1000	2	32	128
1000	1000	2	33	95
1000	1000	2	34	93
1000	1000	2	35	85
1000	1000	2	36	89
1000	1000	2	37	84
1000	1000	2	38	161
1000	1000	2	39	94
1000	1000	2	40	88
1000	1000	2	41	93
1000	1000	2	42	91
1000	1000	2	43	101
1000	1000	2	44	158
1000	1000	2	45	83
1000	1000	2	46	87
1000	1000	2	47	100
1000	1000	2	48	89
1000	1000	2	49	90
1000	1000	2	50	115
1000	1000	2	51	111
1000	1000	2	52	95
1000	1000	2	53	94
1000	1000	2	54	87
1000	1000	2	55	196
1000	1000	2	56	112
1000	1000	2	57	100
1000	1000	2	58	96
1000	1000	2	59	107
1000	1000	2	60	167
1000	1000	2	61	97
1000	1000	2	62	98
1000	1000	2	63	121
1000	1000	2	64	115
1000	1000	2	65	103
1000	1000	2	66	146
1000	1000	2	67	107
1000	1000	2	68	124
1000	1000	2	69	102
1000	1000	2	70	118
1000	1000	2	71	152
1000	1000	2	72	107
1000	1000	2	73	124
1000	1000	2	74	106
1000	1000	2	75	96
1000	1000	2	76	121
1000	1000	2	77	119
1000	1000	2	78	111
1000	1000	2	79	126
1000	1000	2	80	117
1000	1000	2	81	92
1000	1000	2	82	173
1000	1000	2	83	106
1000	1000	2	84	124
1000	1000	2	85	98
1000	1000	2	86	118
1000	1000	2	87	172
1000	1000	2	88	143
1000	1000	2	89	115
1000	1000	2	90	114
1000	1000	2	91	113
1000	1000	2	92	199
1000	1000	2	93	112
1000	1000	2	94	118
1000	1000	2	95	118
1000	1000	2	96	107
1000	1000	2	97	142
1000	1000	2	98	118
1000	1000	2	99	100
1000	1000	2	100	144
1000	1000	2	110	105
1000	1000	2	120	157
1000	1000	2	130	156
1000	1000	2	140	118
1000	1000	2	150	125
1000	1000	2	160	117
1000	1000	2	170	221
1000	1000	2	180	123
1000	1000	2	190	128
1000	1000	2	200	115
1000	1000	2	210	169
1000	1000	2	220	241
1000	1000	2	230	128
1000	1000	2	240	124
1000	1000	2	250	111
1000	1000	2	260	185
1000	1000	2	270	167
1000	1000	2	280	137
1000	1000	2	290	128
1000	1000	2	300	164
1000	1000	2	310	278
1000	1000	2	320	149
1000	1000	2	330	130
1000	1000	2	340	150
1000	1000	2	350	305
1000	1000	2	360	170
1000	1000	2	370	175
1000	1000	2	380	159
1000	1000	2	390	283
1000	1000	2	400	181
1000	1000	2	410	162
1000	1000	2	420	153
1000	1000	2	430	291
1000	1000	2	440	161
1000	1000	2	450	151
1000	1000	2	460	175
1000	1000	2	470	547
1000	1000	2	480	170
1000	1000	2	490	184
1000	1000	2	500	159
1000	1000	2	510	291
1000	1000	2	520	196
1000	1000	2	530	195
1000	1000	2	540	188
1000	1000	2	550	335
1000	1000	2	560	187
1000	1000	2	570	195
1000	1000	2	580	504
1000	1000	2	590	397
1000	1000	2	600	192
1000	1000	2	610	175
1000	1000	2	620	249
1000	1000	2	630	262
1000	1000	2	640	293
1000	1000	2	650	238
1000	1000	2	660	364
1000	1000	2	670	217
1000	1000	2	680	213
1000	1000	2	690	243
1000	1000	2	700	244
1000	1000	2	710	226
1000	1000	2	720	198
1000	1000	2	730	319
1000	1000	2	740	227
1000	1000	2	750	234
1000	1000	2	760	282
1000	1000	2	770	222
1000	1000	2	780	241
1000	1000	2	790	251
1000	1000	2	800	330
1000	1000	2	810	253
1000	1000	2	820	249
1000	1000	2	830	385
1000	1000	2	840	220
1000	1000	2	850	283
1000	1000	2	860	318
1000	1000	2	870	284
1000	1000	2	880	253
1000	1000	2	890	270
1000	1000	2	900	260
1000	1000	2	910	242
1000	1000	2	920	286
1000	1000	2	930	350
1000	1000	2	940	282
1000	1000	2	950	255
1000	1000	2	960	296
1000	1000	2	970	254
1000	1000	2	980	295
1000	1000	2	990	301
1000	1000	2	1000	256
