1000	6	8	224
1000	7	8	236
1000	8	8	230
1000	9	8	242
1000	10	8	241
1000	11	8	242
1000	12	8	260
1000	13	8	253
1000	14	8	246
1000	15	8	235
1000	16	8	236
1000	17	8	253
1000	18	8	255
1000	19	8	263
1000	20	8	292
1000	21	8	275
1000	22	8	260
1000	23	8	274
1000	24	8	249
1000	25	8	268
1000	26	8	256
1000	27	8	239
1000	28	8	251
1000	29	8	256
1000	30	8	238
1000	31	8	257
1000	32	8	248
1000	33	8	237
1000	34	8	256
1000	35	8	243
1000	36	8	268
1000	37	8	258
1000	38	8	281
1000	39	8	250
1000	40	8	279
1000	41	8	252
1000	42	8	244
1000	43	8	261
1000	44	8	259
1000	45	8	254
1000	46	8	287
1000	47	8	265
1000	48	8	270
1000	49	8	249
1000	50	8	292
1000	51	8	261
1000	52	8	244
1000	53	8	248
1000	54	8	264
1000	55	8	258
1000	56	8	263
1000	57	8	251
1000	58	8	241
1000	59	8	234
1000	60	8	249
1000	61	8	259
1000	62	8	259
1000	63	8	258
1000	64	8	255
1000	65	8	264
1000	66	8	244
1000	67	8	240
1000	68	8	258
1000	69	8	267
1000	70	8	270
1000	71	8	262
1000	72	8	240
1000	73	8	247
1000	74	8	255
1000	75	8	243
1000	76	8	243
1000	77	8	264
1000	78	8	257
1000	79	8	266
1000	80	8	269
1000	81	8	238
1000	82	8	254
1000	83	8	246
1000	84	8	245
1000	85	8	251
1000	86	8	259
1000	87	8	246
1000	88	8	232
1000	89	8	240
1000	90	8	247
1000	91	8	263
1000	92	8	263
1000	93	8	247
1000	94	8	255
1000	95	8	250
1000	96	8	257
1000	97	8	249
1000	98	8	244
1000	99	8	263
1000	100	8	246
1000	110	8	254
1000	120	8	253
1000	130	8	258
1000	140	8	256
1000	150	8	272
1000	160	8	256
1000	170	8	268
1000	180	8	268
1000	190	8	266
1000	200	8	268
1000	210	8	261
1000	220	8	257
1000	230	8	291
1000	240	8	281
1000	250	8	278
1000	260	8	284
1000	270	8	294
1000	280	8	289
1000	290	8	245
1000	300	8	288
1000	310	8	292
1000	320	8	293
1000	330	8	295
1000	340	8	292
1000	350	8	310
1000	360	8	273
1000	370	8	281
1000	380	8	298
1000	390	8	280
1000	400	8	266
1000	410	8	259
1000	420	8	293
1000	430	8	287
1000	440	8	275
1000	450	8	323
1000	460	8	257
1000	470	8	322
1000	480	8	277
1000	490	8	328
1000	500	8	328
1000	510	8	269
1000	520	8	306
1000	530	8	310
1000	540	8	332
1000	550	8	292
1000	560	8	499
1000	570	8	319
1000	580	8	554
1000	590	8	407
1000	600	8	253
1000	610	8	355
1000	620	8	288
1000	630	8	463
1000	640	8	332
1000	650	8	391
1000	660	8	504
1000	670	8	644
1000	680	8	358
1000	690	8	583
1000	700	8	294
1000	710	8	362
1000	720	8	313
1000	730	8	305
1000	740	8	320
1000	750	8	372
1000	760	8	567
1000	770	8	308
1000	780	8	320
1000	790	8	545
1000	800	8	337
1000	810	8	323
1000	820	8	343
1000	830	8	385
1000	840	8	338
1000	850	8	281
1000	860	8	292
1000	870	8	348
1000	880	8	331
1000	890	8	284
1000	900	8	310
1000	910	8	316
1000	920	8	373
1000	930	8	338
1000	940	8	329
1000	950	8	287
1000	960	8	336
1000	970	8	326
1000	980	8	447
1000	990	8	365
1000	1000	8	320
