1000	1000	1	8	46
1000	1000	2	8	69
1000	1000	3	8	93
1000	1000	4	8	94
1000	1000	5	8	133
1000	1000	6	8	138
1000	1000	7	8	133
1000	1000	8	8	213
1000	1000	9	8	277
1000	1000	10	8	278
1000	1000	11	8	292
1000	1000	12	8	370
1000	1000	13	8	360
1000	1000	14	8	384
1000	1000	15	8	470
1000	1000	16	8	306
1000	1000	17	8	485
1000	1000	18	8	589
1000	1000	19	8	387
1000	1000	20	8	730
1000	1000	21	8	623
1000	1000	22	8	721
1000	1000	23	8	754
1000	1000	24	8	810
1000	1000	25	8	819
1000	1000	26	8	961
1000	1000	27	8	869
1000	1000	28	8	979
1000	1000	29	8	1015
1000	1000	30	8	1076
1000	1000	31	8	1103
1000	1000	32	8	1106
1000	1000	33	8	1124
1000	1000	34	8	1331
1000	1000	35	8	1234
1000	1000	36	8	1322
1000	1000	37	8	1549
1000	1000	38	8	1203
1000	1000	39	8	1670
1000	1000	40	8	1381
1000	1000	41	8	1746
1000	1000	42	8	1723
1000	1000	43	8	1911
1000	1000	44	8	1614
1000	1000	45	8	1646
1000	1000	46	8	2280
1000	1000	47	8	2216
1000	1000	48	8	2327
1000	1000	49	8	1866
1000	1000	50	8	2435
1000	1000	51	8	2728
1000	1000	52	8	2623
1000	1000	53	8	3163
1000	1000	54	8	2956
1000	1000	55	8	2805
1000	1000	56	8	2987
1000	1000	57	8	3118
1000	1000	58	8	3293
1000	1000	59	8	3248
1000	1000	60	8	3357
1000	1000	61	8	3510
1000	1000	62	8	3529
1000	1000	63	8	3690
1000	1000	64	8	3763
1000	1000	65	8	3793
1000	1000	66	8	3921
1000	1000	67	8	4017
1000	1000	68	8	4109
1000	1000	69	8	4229
1000	1000	70	8	4040
1000	1000	71	8	4287
1000	1000	72	8	4578
1000	1000	73	8	4245
1000	1000	74	8	4597
1000	1000	75	8	4691
1000	1000	76	8	4951
1000	1000	77	8	4876
1000	1000	78	8	4800
1000	1000	79	8	5088
1000	1000	80	8	5521
1000	1000	81	8	5626
1000	1000	82	8	5611
1000	1000	83	8	5285
1000	1000	84	8	5892
1000	1000	85	8	6012
1000	1000	86	8	6178
1000	1000	87	8	6165
1000	1000	88	8	6521
1000	1000	89	8	6017
1000	1000	90	8	6751
1000	1000	91	8	6870
1000	1000	92	8	6897
1000	1000	93	8	8047
1000	1000	94	8	7399
1000	1000	95	8	7566
1000	1000	96	8	7661
1000	1000	97	8	7537
1000	1000	98	8	8366
1000	1000	99	8	9060
1000	1000	100	8	8214
1000	1000	110	8	9956
1000	1000	120	8	11490
1000	1000	130	8	16504
1000	1000	140	8	18382
1000	1000	150	8	20140
1000	1000	160	8	25148
1000	1000	170	8	24807
1000	1000	180	8	27294
1000	1000	190	8	30057
1000	1000	200	8	35417
