10	10	1	9660
10	10	2	3133
10	10	3	2775
10	10	4	3320
10	10	5	2888
10	10	6	3535
10	10	7	3208
10	10	8	3417
10	10	9	3181
10	10	10	3122
10	10	11	3026
10	10	12	2879
10	10	13	3062
10	10	14	4066
10	10	15	3001
10	10	16	3506
10	10	17	3036
10	10	18	3085
10	10	19	2801
10	10	20	2922
10	10	25	3358
10	10	30	3101
10	10	35	2905
10	10	40	2961
10	10	45	3271
10	10	50	3017
10	10	55	2781
10	10	60	3173
10	10	65	2967
10	10	70	2916
10	10	75	3027
10	10	80	3084
10	10	85	3112
10	10	90	3105
10	10	95	2947
10	10	100	2926
10	10	110	3074
10	10	120	2955
10	10	130	3219
10	10	140	3194
10	10	150	2978
10	10	160	3052
10	10	170	2932
10	10	180	2888
10	10	190	3023
10	10	200	2945
10	10	210	3022
10	10	220	2972
10	10	230	3303
10	10	240	3129
10	10	250	4581
10	10	260	3376
10	10	270	2856
10	10	280	3389
10	10	290	3263
10	10	300	3381
10	10	310	3071
10	10	320	3054
10	10	330	2877
10	10	340	3239
10	10	350	3005
10	10	360	3060
10	10	370	2999
10	10	380	3580
10	10	390	2980
10	10	400	3029
10	10	410	3415
10	10	420	2998
10	10	430	3076
10	10	440	3018
10	10	450	2981
10	10	460	2898
10	10	470	2970
10	10	480	3320
10	10	490	3020
10	10	500	3308
10	10	550	3111
10	10	600	3733
10	10	650	3288
10	10	700	3139
10	10	750	2854
10	10	800	2876
10	10	850	3475
10	10	900	3189
10	10	950	3062
10	10	1000	3179
