10	10	1	2809
10	10	2	2658
10	10	3	2473
10	10	4	2538
10	10	5	2579
10	10	6	2585
10	10	7	2710
10	10	8	2520
10	10	9	2510
10	10	10	2480
10	10	11	2500
10	10	12	2348
10	10	13	2747
10	10	14	2433
10	10	15	2462
10	10	16	2423
10	10	17	2424
10	10	18	2437
10	10	19	3183
10	10	20	2774
10	10	25	2673
10	10	30	2506
10	10	35	2498
10	10	40	2439
10	10	45	2483
10	10	50	2770
10	10	55	2543
10	10	60	2333
10	10	65	2540
10	10	70	2778
10	10	75	2962
10	10	80	2922
10	10	85	2428
10	10	90	2672
10	10	95	2448
10	10	100	2675
10	10	110	2442
10	10	120	2429
10	10	130	2661
10	10	140	2543
10	10	150	2629
10	10	160	2757
10	10	170	2514
10	10	180	2568
10	10	190	2758
10	10	200	2535
10	10	210	2613
10	10	220	2388
10	10	230	2630
10	10	240	2682
10	10	250	2538
10	10	260	2444
10	10	270	2485
10	10	280	2735
10	10	290	2377
10	10	300	2444
10	10	310	2892
10	10	320	3019
10	10	330	2608
10	10	340	2677
10	10	350	2713
10	10	360	2444
10	10	370	2576
10	10	380	2509
10	10	390	2464
10	10	400	2891
10	10	410	2972
10	10	420	2498
10	10	430	2365
10	10	440	2664
10	10	450	2814
10	10	460	3128
10	10	470	2651
10	10	480	2399
10	10	490	2544
10	10	500	2521
10	10	550	2502
10	10	600	2497
10	10	650	2497
10	10	700	2514
10	10	750	2710
10	10	800	2630
10	10	850	2363
10	10	900	2773
10	10	950	2563
10	10	1000	2542
