10	30
20	56
30	85
40	109
50	134
60	171
70	190
80	223
90	247
100	283
110	296
120	327
130	358
140	411
150	420
160	441
170	451
180	495
190	536
200	556
210	561
220	594
230	633
240	651
250	680
260	696
270	728
280	759
290	783
300	818
310	839
320	862
330	900
340	929
350	969
360	961
370	1008
380	1023
390	1042
400	1087
410	1118
420	1130
430	1152
440	1189
450	1217
460	1247
470	1263
480	1304
490	1334
500	1364
510	1381
520	1429
530	1437
540	1459
550	1480
560	1522
570	1540
580	1568
590	1600
600	1651
610	1700
620	1656
630	1717
640	1736
650	1725
660	1790
670	1812
680	1853
690	1883
700	1907
710	1920
720	1977
730	1991
740	2020
750	2030
760	2021
770	2079
780	2113
790	2148
800	2161
810	2235
820	2214
830	2312
840	2348
850	2375
860	2456
870	2451
880	2405
