10	12892
11	4119
12	1970
13	2356
14	2818
15	2891
16	3834
17	3315
18	6240
19	2790
20	3257
21	3231
22	3563
23	10730
24	3981
25	3631
26	3557
27	3196
28	4059
29	3294
30	4468
31	4842
32	2599
33	3411
34	4244
35	13077
36	4696
37	5004
38	5361
39	4840
40	4671
41	4911
42	5205
43	5579
44	5041
45	5261
46	5890
47	17420
48	5819
49	6939
50	3589
51	6406
52	5106
53	5684
54	5468
55	5942
56	5821
57	6719
58	7530
59	8531
60	5854
61	6563
62	9743
63	6556
64	6604
65	6335
66	7397
67	7124
68	7103
69	8189
70	10454
71	4366
72	9156
73	8123
74	8199
75	8778
76	4738
77	9953
78	10465
79	12108
80	10000
81	13226
82	11526
83	9586
84	12099
85	9844
86	10598
87	9563
88	11177
89	10637
90	6295
91	8880
92	11564
93	12788
94	10998
95	10109
96	13522
97	11059
98	13164
99	12167
100	12372
100	10728
110	13303
120	12628
130	14707
140	26588
150	17749
160	9447
170	15410
180	14294
190	20552
200	18191
210	13658
220	18148
230	13137
240	18481
250	25466
260	21779
270	16571
280	24628
290	27652
300	24731
310	29142
320	26493
330	31801
340	23632
350	25862
360	38243
370	29301
380	33496
390	27027
400	29744
410	26629
420	26534
430	35273
440	29672
450	17593
460	28612
470	35025
480	37891
490	28737
500	35493
510	39079
520	33446
530	40301
540	24763
550	41697
560	38061
570	41113
580	34090
590	44562
600	22262
610	43106
620	45608
630	37619
640	38347
650	43043
660	33255
670	43237
680	37183
690	39845
700	38334
710	56262
720	43482
730	53588
740	83179
750	38876
760	54497
770	61668
780	34685
790	37250
800	55003
810	25101
820	39348
830	37789
840	35505
850	44196
860	72203
870	37129
880	29347
890	72050
900	40485
910	50025
920	36486
930	62279
940	58571
950	70138
960	44521
970	77177
980	50898
990	61782
1000	59422
