10	6128
11	2392
12	2275
13	2211
14	2349
15	2536
16	2305
17	2353
18	2261
19	2435
20	4192
21	3530
22	5048
23	4363
24	2397
25	5107
26	2466
27	4083
28	2740
29	2622
30	2481
31	2943
32	3872
33	4279
34	4731
35	2655
36	4927
37	9808
38	5231
39	3723
40	4306
41	3195
42	2852
43	5813
44	11183
45	20117
46	16395
47	18562
48	40022
49	4189
50	7731
51	6533
52	5335
53	4230
54	3841
55	3347
56	16395
57	10100
58	3896
59	4464
60	4528
61	3995
62	5950
63	4982
64	4362
65	5083
66	3869
67	3611
68	8929
69	3949
70	4449
71	4866
72	6549
73	5587
74	5150
75	3891
76	6607
77	4081
78	4920
79	9247
80	10183
81	9539
82	4093
83	8067
84	4167
85	3960
86	6267
87	4121
88	4306
89	5734
90	7166
91	5509
92	21449
93	24071
94	17695
95	28116
96	79183
97	306845
98	115299
99	184181
100	336684
100	221204
110	12135
120	7742
130	7068
140	35150
150	162745
160	64548
170	23584
180	17124
190	14063
200	43961
210	5612
220	8621
230	10083
240	21266
250	15570
260	23430
270	30218
280	56984
290	6938
300	7128
310	7141
320	8177
330	21293
340	72029
350	11695
360	14372
370	18891
380	15463
390	17129
400	10016
410	22224
420	38051
430	10543
440	18069
450	21026
460	29395
470	21155
480	11447
490	9903
500	9101
510	24929
520	43614
530	44801
540	24213
550	13442
560	26179
570	85544
580	16620
590	29973
600	15538
610	14354
620	18084
630	28054
640	41401
650	17995
660	26821
670	16157
680	15964
690	11960
700	26676
710	32339
720	15709
730	12139
740	10343
750	17995
760	11693
770	12017
780	11080
790	10755
800	11219
810	12381
820	10808
830	10891
840	11931
850	11038
860	32868
870	9871
880	12708
890	12949
900	10165
910	11751
920	11079
930	10309
940	17471
950	10417
960	11571
970	13316
980	13596
990	73377
1000	10928
10000	2290
11000	2294
12000	2041
13000	1899
14000	1981
15000	2307
16000	2202
17000	2271
18000	2879
19000	1956
20000	1966
21000	2109
22000	2302
23000	2168
24000	2971
25000	2121
26000	2247
27000	2345
