10	2683
11	5092
12	2976
13	15402
14	3563
15	4765
16	4788
17	4640
18	2482
19	2526
20	5186
21	2907
22	2981
23	2535
24	4684
25	2865
26	6579
27	3567
28	9875
29	10098
30	12498
31	6091
32	3863
33	3137
34	3487
35	2849
36	3621
37	2540
38	2522
39	2545
40	2661
41	3152
42	2612
43	6532
44	8515
45	7139
46	2645
47	2576
48	3088
49	2958
50	2550
51	3335
52	4444
53	4001
54	6087
55	2863
56	3106
57	3179
58	3422
59	3091
60	3282
61	3520
62	3958
63	4559
64	3384
65	4472
66	24218
67	3303
68	4182
69	3400
70	4198
71	3211
72	3417
73	3991
74	3158
75	3948
76	5473
77	6658
78	3788
79	5574
80	3322
81	3588
82	7214
83	3355
84	3148
85	4335
86	4821
87	6327
88	3541
89	4748
90	3578
91	4388
92	4387
93	3524
94	4347
95	5479
96	6737
97	3923
98	16792
99	10838
100	3969
100	5729
110	8452
120	5351
130	8144
140	4202
150	5634
160	6594
170	4770
180	6560
190	5782
200	5807
210	5395
220	5230
230	5478
240	5892
250	5177
260	5852
270	5442
280	6254
290	18565
300	6381
310	8453
320	7098
330	6620
340	6623
350	6295
360	6405
370	8002
380	6484
390	6143
400	6658
410	15129
420	9497
430	8669
440	11072
450	16552
460	7275
470	6752
480	6712
490	7560
500	7805
510	7414
520	6974
530	12751
540	10461
550	7846
560	7643
570	8984
580	7408
590	8926
600	9022
610	7902
620	8878
630	7707
640	7703
650	8237
660	9618
670	8239
680	8748
690	8839
700	10867
710	9663
720	8528
730	8818
740	9295
750	9173
760	9147
770	11015
780	10262
790	10809
800	10381
810	11797
820	12467
830	11905
840	10158
850	9819
860	9987
870	9922
880	11015
890	10738
900	9975
910	9933
920	9794
930	10589
940	9781
950	10252
960	12156
970	10727
980	12997
990	10307
1000	10020
