10	14869
11	5181
12	15558
13	3585
14	2819
15	4733
16	7299
17	5635
18	3053
19	3864
20	3448
21	3427
22	6247
23	5190
24	3111
25	3082
26	4587
27	3770
28	3611
29	12932
30	3017
31	4694
32	3374
33	4554
34	5629
35	3215
36	3358
37	3209
38	5190
39	5190
40	3181
41	4087
42	3327
43	3745
44	4090
45	7338
46	17410
47	4694
48	6724
49	3446
50	4916
51	18100
52	15697
53	10499
54	4680
55	4418
56	5980
57	5504
58	2392
59	2975
60	4629
61	2946
62	3868
63	5623
64	10204
65	10148
66	3083
67	2892
68	5329
69	3237
70	8610
71	3199
72	3223
73	3676
74	4027
75	2967
76	3135
77	3387
78	4931
79	5018
80	3218
81	3141
82	5277
83	3494
84	4164
85	3359
86	3587
87	4989
88	3967
89	3231
90	3446
91	6678
92	4673
93	3617
94	6909
95	3502
96	5352
97	3939
98	3691
99	5938
100	4387
100	5695
110	20881
120	5084
130	7174
140	5966
150	4408
160	8866
170	8425
180	5245
190	22549
200	18423
210	15867
220	24045
230	10051
240	8120
250	7109
260	5955
270	5915
280	5961
290	25429
300	30530
310	9265
320	23052
330	8051
340	5922
350	6104
360	6151
370	5963
380	9444
390	7754
400	6711
410	7621
420	7360
430	7157
440	7503
450	6780
460	6549
470	7398
480	8585
490	6935
500	10676
510	7137
520	7261
530	7141
540	8020
550	7162
560	7709
570	8199
580	8809
590	7822
600	9401
610	10098
620	7998
630	8182
640	9382
650	9105
660	7905
670	8624
680	9294
690	13865
700	9604
710	8227
720	10012
730	10460
740	8505
750	8709
760	9583
770	9948
780	8721
790	9694
800	9540
810	11065
820	10066
830	9725
840	11125
850	9558
860	9396
870	9335
880	10309
890	10470
900	9585
910	10246
920	9824
930	11266
940	11955
950	9840
960	10822
970	11944
980	10260
990	9829
1000	10856
