1	801	689	625
2	424	391	339
3	295	260	264
4	235	209	211
5	215	188	224
6	183	160	219
7	166	142	185
8	158	139	192
9	180	143	182
10	230	139	195
11	201	131	178
12	154	129	185
13	186	140	182
14	187	151	192
15	168	133	178
16	187	144	181
17	180	157	181
18	190	134	218
19	200	157	192
20	179	136	204
25	171	152	185
30	175	136	190
35	172	149	189
40	175	132	181
45	167	138	189
50	173	154	176
55	161	137	185
60	163	141	187
65	158	161	239
70	158	127	195
75	159	130	205
80	155	130	179
85	157	130	195
90	158	165	196
95	163	147	200
100	153	130	209
110	161	141	188
120	163	130	202
130	161	134	197
140	169	127	230
150	167	129	203
160	180	134	186
170	172	139	201
180	168	134	200
190	181	141	206
200	187	139	190
210	189	130	236
220	194	127	202
230	193	147	207
240	206	133	194
250	196	141	216
260	193	141	231
270	188	142	215
280	189	131	236
290	192	130	207
300	208	144	212
310	194	133	215
320	204	138	211
330	215	132	210
340	214	135	206
350	215	147	250
360	216	140	228
370	190	144	209
380	242	138	247
390	218	136	215
400	198	136	223
410	211	146	207
420	214	140	216
430	231	151	226
440	213	150	217
450	233	149	256
460	242	151	214
470	208	154	255
480	233	151	261
490	216	149	214
500	202	150	224
550	229	158	249
600	216	149	260
650	199	155	227
700	203	153	229
750	258	165	267
800	228	163	265
850	234	174	239
900	233	181	258
950	209	184	328
1000	218	174	275
