10	11
20	11
30	11
40	11
50	11
60	11
70	12
80	12
90	12
100	12
110	12
120	14
130	12
140	12
150	13
160	12
170	12
180	12
190	12
200	12
210	13
220	13
230	13
240	14
250	14
260	14
270	14
280	14
290	15
300	14
310	14
320	14
330	14
340	13
350	14
360	15
370	14
380	15
390	17
400	16
410	17
420	16
430	17
440	16
450	17
460	16
470	16
480	17
490	17
500	17
510	17
520	17
530	18
540	18
550	18
560	18
570	18
580	19
590	19
600	19
610	18
620	18
630	18
640	18
650	19
660	19
670	18
680	19
690	18
700	18
710	19
720	18
730	18
740	20
750	17
760	19
770	19
780	19
790	19
800	20
810	19
820	19
830	19
840	19
850	19
860	19
870	17
880	20
890	20
900	20
910	19
920	20
930	20
940	20
950	21
960	19
970	21
980	20
990	19
1000	20
1010	21
1020	21
1030	21
1040	21
1050	21
1060	21
1070	21
1080	22
1090	21
1100	21
1110	21
1120	21
1130	23
1140	21
1150	22
1160	22
1170	22
1180	24
1190	22
1200	23
1210	23
1220	23
1230	23
1240	22
1250	20
1260	23
1270	24
1280	24
1290	24
1300	24
1310	22
1320	23
1330	23
1340	24
1350	24
1360	23
1370	23
1380	22
1390	23
1400	24
1410	24
1420	27
1430	25
1440	25
1450	24
1460	25
1470	25
1480	24
1490	26
1500	23
1510	26
1520	24
1530	26
1540	27
1550	26
1560	24
1570	25
1580	25
1590	25
1600	26
1610	26
1620	26
1630	25
1640	24
1650	27
1660	27
1670	28
1680	27
1690	26
1700	27
1710	26
1720	27
1730	26
1740	26
1750	26
1760	28
1770	26
1780	27
1790	27
1800	26
1810	27
1820	27
1830	28
1840	27
1850	27
1860	28
1870	27
1880	28
1890	27
1900	27
1910	29
1920	29
1930	28
1940	29
1950	26
1960	28
1970	29
1980	27
1990	29
2000	29
