1	689
2	391
3	260
4	209
5	188
6	160
7	142
8	139
9	143
10	139
11	131
12	129
13	140
14	151
15	133
16	144
17	157
18	134
19	157
20	136
25	152
30	136
35	149
40	132
45	138
50	154
55	137
60	141
65	161
70	127
75	130
80	130
85	130
90	165
95	147
100	130
110	141
120	130
130	134
140	127
150	129
160	134
170	139
180	134
190	141
200	139
210	130
220	127
230	147
240	133
250	141
260	141
270	142
280	131
290	130
300	144
310	133
320	138
330	132
340	135
350	147
360	140
370	144
380	138
390	136
400	136
410	146
420	140
430	151
440	150
450	149
460	151
470	154
480	151
490	149
500	150
550	158
600	149
650	155
700	153
750	165
800	163
850	174
900	181
950	184
1000	174
