1	625
2	339
3	264
4	211
5	224
6	219
7	185
8	192
9	182
10	195
11	178
12	185
13	182
14	192
15	178
16	181
17	181
18	218
19	192
20	204
25	185
30	190
35	189
40	181
45	189
50	176
55	185
60	187
65	239
70	195
75	205
80	179
85	195
90	196
95	200
100	209
110	188
120	202
130	197
140	230
150	203
160	186
170	201
180	200
190	206
200	190
210	236
220	202
230	207
240	194
250	216
260	231
270	215
280	236
290	207
300	212
310	215
320	211
330	210
340	206
350	250
360	228
370	209
380	247
390	215
400	223
410	207
420	216
430	226
440	217
450	256
460	214
470	255
480	261
490	214
500	224
550	249
600	260
650	227
700	229
750	267
800	265
850	239
900	258
950	328
1000	275
