10	6253
11	3981
12	4723
13	4961
14	2868
15	3853
16	4319
17	3948
18	2578
19	2875
20	4216
21	3276
22	4547
23	3858
24	3269
25	3559
26	4206
27	3801
28	4606
29	6996
30	4540
31	4382
32	3695
33	3939
34	4528
35	2897
36	3913
37	4308
38	4091
39	3664
40	3316
41	3453
42	2916
43	5220
44	7303
45	10176
46	9106
47	6077
48	9402
49	3495
50	4593
51	7333
52	7193
53	5622
54	4783
55	3485
56	6728
57	5612
58	3171
59	3450
60	4097
61	3460
62	4499
63	5036
64	5321
65	6133
66	6611
67	3255
68	5838
69	3516
70	5438
71	3684
72	4163
73	4344
74	4031
75	3572
76	4840
77	4515
78	4513
79	6371
80	4775
81	4755
82	5381
83	4556
84	3794
85	3863
86	4768
87	5067
88	3925
89	4447
90	4454
91	5445
92	7604
93	6745
94	8100
95	8141
96	14186
97	16800
98	19262
99	22801
100	18031
100	19325
110	12890
120	5950
130	7447
140	9587
150	15929
160	15569
170	9823
180	8383
190	12239
200	16754
210	7832
220	10273
230	8219
240	10058
250	8306
260	9347
270	9908
280	12855
290	14851
300	11156
310	8239
320	11019
330	10431
340	14137
350	7660
360	8273
370	9660
380	9820
390	9344
400	7649
410	13684
420	13855
430	8681
440	11450
450	13313
460	11188
470	10186
480	8705
490	8037
500	9119
510	10967
520	13023
530	15978
540	12665
550	9107
560	11554
570	18470
580	10274
590	12791
600	10964
610	10463
620	10869
630	12094
640	14410
650	11051
660	12681
670	10471
680	10908
690	11359
700	14068
710	13699
720	11028
730	10384
740	9351
750	11286
760	10083
770	10961
780	9972
790	10406
800	10357
810	11735
820	11069
830	10803
840	11047
850	10118
860	14556
870	9706
880	11300
890	11334
900	9905
910	10615
920	10215
930	10714
940	12689
950	10167
960	11503
970	11949
980	12194
990	19516
1000	10593
